Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-06-27,Transaction at Ajio,17939.67,Online Shopping,Debit Card,Kolkata,Current,Debit,POS Terminal,INR,Online Store,Yes,Friday,June,Morning
2025-08-04,Transaction at Adidas,5732.02,Clothing,Net Banking,Mumbai,Salary,Debit,Desktop,INR,Retail,No,Monday,August,Evening
2025-04-10,Transaction at Myntra,15843.46,Online Shopping,Net Banking,Pune,Current,Debit,POS Terminal,INR,Online Store,Yes,Thursday,April,Afternoon
2025-09-14,Transaction at Woodland,2849.03,Clothing,Credit Card,Mumbai,Salary,Debit,Mobile,INR,Retail,No,Sunday,September,Evening
2025-09-05,Transaction at Water Board,2133.83,Biills,Debit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Service,Yes,Friday,September,Night
2025-09-25,Transaction at Burger King,,Food,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,September,Evening
2025-11-25,Transaction at Vivo Store,52603.38,Electronics,Credit Card,Pune,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Tuesday,November,Afternoon
2025-06-14,Transaction at Ajio,5364.84,Online Shopping,Credit Card,Kolkata,Salary,Debit,POS Terminal,INR,Online Store,No,Saturday,June,Afternoon
2025-03-12,Transaction at Allen Solly,6585.16,Clothing,Net Banking,Mumbai,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Wednesday,March,Afternoon
2025-06-21,Transaction at Spencers,988.93,,UPI,Hyderabad,Current,Debit,Mobile,INR,Retail,No,Saturday,June,Afternoon
2025-04-30,Transaction at Reliance Fresh,4025.14,Grocerie$,Net Banking,Delhi,Current,Debit,POS Terminal,INR,Retail,No,Wednesday,April,Afternoon
2025-01-02,Transaction at Dell Exclusive,6757.48,Electronics,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Retail,No,Thursday,January,Night
2025-08-25,Transaction at Apollo Hospital,,Healthcare,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,August,Morning
2025-04-29,Transaction at Apollo Pharmacy,18768.49,Healthcare,Credit Card,Kolkata,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,April,Afternoon
2025-11-17,Transaction at YouTube Premium,528.73,Entertainment,UPI,Kolkata,Credit Card,Debit,POS Terminal,INR,Subscription,No,Monday,November,Afternoon
2025-10-20,Transaction at Biba,5811.09,Clothing,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Retail,Yes,Monday,October,Evening
2025-03-21,Transaction at Adidas,729.05,Clothing,Debit Card,Hyderabad,Current,Debit,Desktop,INR,Retail,No,Friday,March,Night
2025-03-05,Transaction at Woodland,630.04,Clothing,Net Banking,Delhi,Credit Card,Debit,POS Terminal,INR,Retail,No,Wednesday,March,Afternoon
2025-09-09,Transaction at Vivo Store,137121.24,Electronics,Debit Card,Mumbai,Salary,Debit,POS Terminal,INR,Retail,No,Tuesday,September,Afternoon
2025-05-07,Transaction at Tata Cliq,4770.36,Online Shopping,Net Banking,Delhi,Salary,Debit,Mobile,INR,Online Store,No,Wednesday,May,Afternoon
2025-11-01,Transaction at OYO,26210.65,,Credit Card,Kolkata,Savings,Debit,Mobile,INR,Service,No,Saturday,November,Morning
2025-12-04,Transaction at BigBazaar,4900.87,Grocerie$,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Retail,Yes,Thursday,December,Afternoon
2025-10-01,Transaction at Zee5,966.79,Entertainment,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Subscription,Yes,Wednesday,October,Morning
2025-01-26,Transaction at AirAsia,17034.33,Travell_err,Net Banking,Chennai,Salary,Debit,Mobile,INR,Service,No,Sunday,January,Night
2025-04-29,Transaction at HP World,79693.95,Electronics,Credit Card,Bangalore,Credit Card,Debit,Desktop,INR,Retail,No,Tuesday,April,Evening
2025-01-04,Transaction at Woodland,2147.95,Clothing,Debit Card,Delhi,Current,Debit,Mobile,INR,Retail,Yes,Saturday,January,Morning
2025-12-26,Transaction at US Polo,6107.36,Clothing,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Retail,No,Friday,December,Morning
2025-02-01,Transaction at Spencers,912.56,,UPI,Bangalore,Credit Card,Debit,Mobile,INR,Retail,No,Saturday,February,Morning
2025-03-13,Transaction at Myntra,9111.71,Online Shopping,Debit Card,Pune,Credit Card,Debit,Desktop,INR,Online Store,No,Thursday,March,Evening
2025-03-05,Transaction at YouTube Premium,285.78,Entertainment,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Subscription,Yes,Wednesday,March,Night
2025-09-02,Transaction at Reliance Fresh,2726.01,,Debit Card,Kolkata,Current,Debit,POS Terminal,INR,Retail,No,Tuesday,September,Night
2025-11-18,Transaction at KFC,964.0,Food,Credit Card,Delhi,Current,Debit,Desktop,INR,Restaurant,No,Tuesday,November,Night
2025-12-06,Transaction at Netmeds,1708.26,Healthcare,Debit Card,Pune,Current,Debit,Mobile,INR,Service,No,Saturday,December,Night
2025-11-20,Transaction at Star Bazaar,1546.82,Grocerie$,UPI,Chennai,Current,Debit,POS Terminal,INR,Retail,Yes,Thursday,November,Afternoon
2025-06-27,Transaction at Property Tax Online,748.22,Biills,Net Banking,Chennai,Current,Debit,Mobile,INR,Service,No,Friday,June,Evening
2025-10-10,Transaction at Air India,1636.45,,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Service,Yes,Friday,October,Morning
2025-04-17,Transaction at Property Tax Online,5176.22,Biills,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Service,Yes,Thursday,April,Afternoon
2025-11-11,Transaction at Pepperfry,1846.59,Online Shopping,Credit Card,Delhi,Savings,Debit,Desktop,INR,Online Store,No,Tuesday,November,Evening
2025-01-18,Transaction at 1mg,7689.79,Healthcare,Debit Card,Bangalore,Current,Debit,Mobile,INR,Service,Yes,Saturday,January,Morning
2025-11-27,Transaction at AirAsia,29257.87,Travell_err,Credit Card,Pune,Current,Debit,Desktop,INR,Service,Yes,Thursday,November,Evening
2025-08-03,Transaction at Aha,,Entertainment,Net Banking,Bangalore,Current,Debit,Desktop,INR,Subscription,No,Sunday,August,Morning
2025-07-30,Transaction at Goibibo,22699.69,Travell_err,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Service,No,Wednesday,July,Evening
2025-10-02,Transaction at Sony Center,72060.14,Electronics,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Retail,Yes,Thursday,October,Afternoon
2025-02-16,Transaction at Pizza Hut,914.44,Food,Credit Card,Kolkata,Credit Card,Debit,Desktop,INR,Restaurant,No,Sunday,February,Afternoon
2025-09-07,Transaction at AirAsia,5134.83,Travell_err,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Sunday,September,Night
2025-06-24,Transaction at Pepperfry,17582.23,Online Shopping,Net Banking,Hyderabad,Credit Card,Debit,Desktop,INR,Online Store,No,Tuesday,June,Evening
2025-11-08,Transaction at Zee5,669.21,Entertainment,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Subscription,Yes,Saturday,November,Morning
2025-06-08,Transaction at Max Fashion,6803.03,Clothing,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Retail,No,Sunday,June,Night
2025-07-23,Transaction at OYO,12058.28,Travell_err,Net Banking,Pune,Savings,Debit,Mobile,INR,Service,Yes,Wednesday,July,Night
2025-10-18,Transaction at ACT Fibernet,3164.33,Biills,Debit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,No,Saturday,October,Afternoon
2025-09-12,Transaction at CloudNine,3742.91,Healthcare,Debit Card,Delhi,Current,Debit,Desktop,INR,Service,Yes,Friday,September,Morning
2025-12-17,Transaction at TNEB,3166.76,Biills,Net Banking,Bangalore,Current,Debit,Desktop,INR,Service,No,Wednesday,December,Evening
2025-03-07,Transaction at Vistara,16120.18,Travell_err,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Service,Yes,Friday,March,Morning
2025-03-24,Transaction at Apple Music,492.05,Entertainment,Debit Card,Hyderabad,Salary,Debit,Mobile,INR,Subscription,Yes,Monday,March,Morning
2025-01-29,Transaction at Yatra,23573.49,Travell_err,UPI,Chennai,Current,Debit,POS Terminal,INR,Service,Yes,Wednesday,January,Evening
2025-02-12,Transaction at TSRTC,947.12,Transport,Debit Card,Bangalore,Savings,Debit,Desktop,INR,Service,Yes,Wednesday,February,Evening
2025-04-03,Transaction at Nykaa,5859.4,Online Shopping,UPI,Mumbai,Salary,Debit,POS Terminal,INR,Online Store,Yes,Thursday,April,Evening
2025-08-30,Transaction at Wrogn,7983.18,Clothing,Credit Card,Hyderabad,Current,Debit,Mobile,INR,Retail,Yes,Saturday,August,Afternoon
2025-02-25,Transaction at Puma,3787.78,Clothing,Debit Card,Bangalore,Savings,Debit,Desktop,INR,Retail,No,Tuesday,February,Evening
2025-07-25,Transaction at IRCTC,28758.21,Travell_err,Net Banking,Chennai,Current,Debit,POS Terminal,INR,Service,No,Friday,July,Morning
2025-04-12,Transaction at Spencers,2669.17,Grocerie$,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Retail,No,Saturday,April,Morning
2025-07-04,Transaction at Burger King,408.41,Food,UPI,Delhi,Savings,Debit,Mobile,INR,Restaurant,Yes,Friday,July,Night
2025-06-16,Transaction at Meru Cabs,879.41,,Debit Card,Chennai,Savings,Debit,Mobile,INR,Service,No,Monday,June,Night
2025-03-17,Transaction at H&M,6584.41,Clothing,Net Banking,Delhi,Salary,Debit,POS Terminal,INR,Retail,Yes,Monday,March,Afternoon
2025-01-21,Transaction at Metro Rail,1597.44,Transport,Net Banking,Chennai,Savings,Debit,POS Terminal,INR,Service,No,Tuesday,January,Afternoon
2025-05-21,Transaction at Jio Fiber,4999.89,Biills,Credit Card,Pune,Current,Debit,Desktop,INR,Service,No,Wednesday,May,Evening
2025-12-18,Transaction at Taco Bell,1362.75,Food,Debit Card,Chennai,Salary,Debit,Mobile,INR,Restaurant,No,Thursday,December,Night
2025-03-11,Transaction at Pepperfry,837.29,Online Shopping,Net Banking,Bangalore,Current,Debit,Desktop,INR,Online Store,No,Tuesday,March,Morning
2025-08-03,Transaction at Yulu Bikes,333.48,Transport,Net Banking,Chennai,Current,Debit,Mobile,INR,Service,No,Sunday,August,Evening
2025-10-20,Transaction at YouTube Premium,682.0,Entertainment,Net Banking,Pune,Current,Debit,POS Terminal,INR,Subscription,Yes,Monday,October,Afternoon
2025-07-12,Transaction at YouTube Premium,146.61,Entertainment,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Subscription,Yes,Saturday,July,Night
2025-12-26,Transaction at A2B,,Food,Net Banking,Delhi,Salary,Debit,Desktop,INR,Restaurant,No,Friday,December,Evening
2025-05-29,Transaction at Aha,261.96,Entertainment,Net Banking,Mumbai,Salary,Debit,POS Terminal,INR,Subscription,Yes,Thursday,May,Night
2025-03-25,Transaction at Ajio,,Online Shopping,Net Banking,Pune,Credit Card,Debit,POS Terminal,INR,Online Store,Yes,Tuesday,March,Evening
2025-01-08,Transaction at Aster,9106.46,Healthcare,UPI,Kolkata,Salary,Debit,POS Terminal,INR,Service,No,Wednesday,January,Afternoon
2025-04-18,Transaction at Fortis,17117.0,Healthcare,Debit Card,Pune,Credit Card,Debit,POS Terminal,INR,Service,Yes,Friday,April,Morning
2025-08-14,Transaction at AirAsia,1101.08,Travell_err,UPI,Hyderabad,Savings,Debit,Desktop,INR,Service,Yes,Thursday,August,Night
2025-03-30,Transaction at Reliance Fresh,1778.71,Grocerie$,Credit Card,Mumbai,Current,Debit,Mobile,INR,Retail,Yes,Sunday,March,Evening
2025-09-18,Transaction at 1mg,11609.84,Healthcare,Credit Card,Hyderabad,Salary,Debit,Mobile,INR,Service,Yes,Thursday,September,Morning
2025-03-26,Transaction at PharmEasy,12366.48,Healthcare,UPI,Pune,Current,Debit,POS Terminal,INR,Service,No,Wednesday,March,Afternoon
2025-05-09,Transaction at Dominos,800.74,Food,UPI,Chennai,Salary,Debit,Desktop,INR,Restaurant,No,Friday,May,Evening
2025-04-12,Transaction at Vivo Store,95547.02,Electronics,UPI,Mumbai,Current,Debit,Desktop,INR,Retail,Yes,Saturday,April,Afternoon
2025-11-28,Transaction at PharmEasy,12148.28,Healthcare,UPI,Mumbai,Credit Card,Debit,Mobile,INR,Service,Yes,Friday,November,Night
2025-04-18,Transaction at Dell Exclusive,9761.08,Electronics,Debit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Retail,No,Friday,April,Night
2025-07-16,Transaction at Croma,26401.86,Electronics,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Retail,Yes,Wednesday,July,Night
2025-01-01,Transaction at Taco Bell,124.46,Food,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Restaurant,No,Wednesday,January,Evening
2025-12-07,Transaction at Flipkart,8903.7,Online Shopping,UPI,Chennai,Salary,Debit,Desktop,INR,Online Store,No,Sunday,December,Evening
2025-03-17,Transaction at CCD,239.53,Food,Debit Card,Pune,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Monday,March,Morning
2025-02-14,Transaction at HP World,,Electronics,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Retail,No,Friday,February,Afternoon
2025-12-03,Transaction at Apollo Hospital,16891.8,Healthcare,Net Banking,Kolkata,Credit Card,Debit,POS Terminal,INR,Service,Yes,Wednesday,December,Night
2025-08-15,Transaction at Meesho,9092.74,Online Shopping,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Online Store,No,Friday,August,Afternoon
2025-10-28,Transaction at Nilgiris,1794.99,Grocerie$,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Retail,Yes,Tuesday,October,Evening
2025-12-18,Transaction at Apollo Pharmacy,1127549.0,Healthcare,UPI,Chennai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Thursday,December,Morning
2025-06-23,Transaction at Netmeds,16640.54,Healthcare,Debit Card,Pune,Credit Card,Debit,Mobile,INR,Service,No,Monday,June,Afternoon
2025-04-05,Transaction at YouTube Premium,759.05,Entertainment,Net Banking,Pune,Savings,Debit,POS Terminal,INR,Subscription,Yes,Saturday,April,Evening
2025-03-18,Transaction at Samsung Store,37027.33,Electronics,Debit Card,Delhi,Current,Debit,Mobile,INR,Retail,No,Tuesday,March,Evening
2025-07-18,Transaction at BigBazaar,4407.24,Grocerie$,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Retail,No,Friday,July,Afternoon
2025-05-02,Transaction at Aha,829.26,Entertainment,UPI,Bangalore,Current,Debit,POS Terminal,INR,Subscription,Yes,Friday,May,Morning
2025-01-11,Transaction at McDonalds,683.57,Food,UPI,Bangalore,Savings,Debit,POS Terminal,INR,Restaurant,No,Saturday,January,Night
2025-06-04,Transaction at BSNL,4274.14,Biills,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Service,No,Wednesday,June,Night
2025-01-03,Transaction at Pantaloons,744537.0,Clothing,UPI,Pune,Salary,Debit,Desktop,INR,Retail,No,Friday,January,Morning
2025-05-21,Transaction at IRCTC,20596.97,Travell_err,Debit Card,Delhi,Salary,Debit,Desktop,INR,Service,Yes,Wednesday,May,Night
2025-11-12,Transaction at YouTube Premium,575.9,Entertainment,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Subscription,Yes,Wednesday,November,Night
2025-04-14,Transaction at BMTC,544.17,Transport,Credit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,Yes,Monday,April,Morning
2025-02-14,Transaction at TSRTC,1476.65,Transport,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Service,No,Friday,February,Morning
2025-08-07,Transaction at Vistara,10470.61,Travell_err,Debit Card,Pune,Salary,Debit,Desktop,INR,Service,No,Thursday,August,Morning
2025-06-06,Transaction at Samsung Store,66239.46,Electronics,Net Banking,Chennai,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,June,Afternoon
2025-07-29,Transaction at Starbucks,626.89,Food,Net Banking,Chennai,Current,Debit,Desktop,INR,Restaurant,No,Tuesday,July,Morning
2025-01-10,Transaction at Yulu Bikes,226.59,Transport,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Service,Yes,Friday,January,Evening
2025-03-15,Transaction at Zee5,341.31,Entertainment,Net Banking,Chennai,Salary,Debit,POS Terminal,INR,Subscription,Yes,Saturday,March,Night
2025-10-05,Transaction at CCD,291.79,Food,UPI,Pune,Credit Card,Debit,Mobile,INR,Restaurant,No,Sunday,October,Night
2025-03-07,Transaction at Dell Exclusive,90972.17,Electronics,Debit Card,Delhi,Savings,Debit,Desktop,INR,Retail,No,Friday,March,Afternoon
2025-09-19,Transaction at BSNL,3557.11,,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Service,No,Friday,September,Evening
2025-11-22,Transaction at Allen Solly,,Clothing,Net Banking,Bangalore,Current,Debit,Desktop,INR,Retail,Yes,Saturday,November,Afternoon
2025-03-10,Transaction at Max Fashion,4193.58,Clothing,Debit Card,Mumbai,Current,Debit,Mobile,INR,Retail,Yes,Monday,March,Morning
2025-08-03,Transaction at Hotstar,378.12,Entertainment,Credit Card,Chennai,Savings,Debit,Desktop,INR,Subscription,No,Sunday,August,Afternoon
2025-07-16,Transaction at Flipkart,15309.14,,UPI,Hyderabad,Savings,Debit,Mobile,INR,Online Store,Yes,Wednesday,July,Evening
2025-12-14,Transaction at YouTube Premium,775.16,Entertainment,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Subscription,No,Sunday,December,Afternoon
2025-08-03,Transaction at Lenskart,7743.99,Online Shopping,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Online Store,No,Sunday,August,Night
2025-07-30,Transaction at Nature's Basket,2601.82,Grocerie$,UPI,Chennai,Current,Debit,POS Terminal,INR,Retail,No,Wednesday,July,Evening
2025-10-08,Transaction at Netflix,732.13,Entertainment,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Subscription,No,Wednesday,October,Night
2025-02-21,Transaction at Kauvery,14651.58,Healthcare,Net Banking,Delhi,Current,Debit,Desktop,INR,Service,No,Friday,February,Night
2025-09-14,Transaction at Adidas,4632.67,Clothing,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Retail,No,Sunday,September,Night
2025-08-23,Transaction at More Supermarket,1046.02,Grocerie$,UPI,Delhi,Credit Card,Debit,POS Terminal,INR,Retail,No,Saturday,August,Evening
2025-11-18,Transaction at Pizza Hut,586.05,Food,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Restaurant,Yes,Tuesday,November,Evening
2025-08-28,Transaction at Chai Point,993.01,Food,Net Banking,Delhi,Current,Debit,Desktop,INR,Restaurant,Yes,Thursday,August,Evening
2025-01-18,Transaction at Reliance Digital,98720.47,Electronics,UPI,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Saturday,January,Night
2025-01-08,Transaction at Apollo Pharmacy,,Healthcare,UPI,Mumbai,Current,Debit,Mobile,INR,Service,No,Wednesday,January,Night
2025-11-13,Transaction at ACT Fibernet,3667.24,Biills,Credit Card,Hyderabad,Current,Debit,Desktop,INR,Service,Yes,Thursday,November,Night
2025-03-13,Transaction at Yulu Bikes,1655.5,Transport,Debit Card,Kolkata,Current,Debit,Mobile,INR,Service,No,Thursday,March,Night
2025-06-10,Transaction at Hotstar,830.47,Entertainment,Net Banking,Pune,Salary,Debit,POS Terminal,INR,Subscription,No,Tuesday,June,Afternoon
2025-09-19,Transaction at Adidas,5184.66,Clothing,Net Banking,Mumbai,Current,Debit,Mobile,INR,Retail,No,Friday,September,Evening
2025-07-20,Transaction at MedPlus,5770.71,Healthcare,Net Banking,Pune,Salary,Debit,Desktop,INR,Service,No,Sunday,July,Afternoon
2025-10-28,Transaction at Snapdeal,,Online Shopping,Credit Card,Mumbai,Current,Debit,Desktop,INR,Online Store,Yes,Tuesday,October,Night
2025-03-04,Transaction at Vodafone Idea,4469.07,,Credit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,No,Tuesday,March,Night
2025-08-20,Transaction at Apollo Hospital,4069.84,Healthcare,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Service,Yes,Wednesday,August,Evening
2025-08-13,Transaction at Air India,3259.32,Travell_err,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Wednesday,August,Afternoon
2025-04-01,Transaction at Pepperfry,4551.45,Online Shopping,Net Banking,Hyderabad,Credit Card,Debit,Desktop,INR,Online Store,No,Tuesday,April,Afternoon
2025-03-02,Transaction at Reliance Digital,125285.33,Electronics,Debit Card,Pune,Savings,Debit,Desktop,INR,Retail,Yes,Sunday,March,Morning
2025-08-28,Transaction at JioMart,2140.18,Grocerie$,UPI,Chennai,Savings,Debit,POS Terminal,INR,Retail,Yes,Thursday,August,Night
2025-03-10,Transaction at Water Board,1171.01,Biills,Credit Card,Bangalore,Current,Debit,Desktop,INR,Service,No,Monday,March,Morning
2025-12-26,Transaction at Spencers,4987.43,Grocerie$,Credit Card,Hyderabad,Salary,Debit,POS Terminal,INR,Retail,No,Friday,December,Afternoon
2025-07-02,Transaction at Yatra,614.88,Travell_err,UPI,Pune,Current,Debit,POS Terminal,INR,Service,No,Wednesday,July,Night
2025-03-01,Transaction at Croma,134562.78,Electronics,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Saturday,March,Afternoon
